ID,碑名,建立年,所在地,災害名,災害種別,伝承内容,緯度,経度
36207-003,殉職の碑,1976,徳島県美馬市木屋平川井,昭和50年台風6号（1975年8月）,土砂災害,昭和50年(1975)8月23日、台風6号が剣山周辺を襲い雨量800mmを記録した。木屋平村川井地区で発生した山崩れで生き埋めとなった少年を救出すべく救援活動中の消防職員・団員4名が、再度襲った山津波に少年とともに呑まれ犠牲となった。,33.931882,134.215881
36207-004,舞中島大洪水記録柱,2002,徳島県美馬市穴吹町三島（光泉寺）,昭和29年台風12号(ジューン台風)（1954年9月13日～14日）,洪水,昭和29年(1954)9月13日に九州を縦断したジューン台風に伴う豪雨により、穴吹川の水が大増水した吉野川に流れ込めず、穴吹地区は水浸しとなった。舞中島では、洪水に備え1～1.5mの石垣を積んだ上に中二階の家を建てていたが、この台風ではほとんどの家が軒下まで浸水した。光泉寺内に当時の水位を記した記録柱が建てられている。,34.05774,134.141093
36207-005,吉野川洪水の最高水位,不明,徳島県美馬市脇町大字脇町,昭和29年台風12号(ジューン台風)（1954年9月13日～14日）,洪水,昭和29年(1954)9月13日に九州を縦断したジューン台風に伴う豪雨により、吉野川の水位は岩津水位観測所で観測を始めた明治17年(1884)以降で最高となった。旧脇町では、浸水155戸、堤防決壊約73mの被害が生じた。吉田家裏門には当時の水位線が墨書で記録されており、近くにはその水位（海抜45.153m）を記した記録柱が建てられている。,34.06747,134.146566
36208-001,善徳不動之碑,1989,徳島県三好市西祖谷山村善徳,昭和62年台風12号（1987年8月30日～31日）,土砂災害,善徳地区は地すべりを起こしやすい地層構造をしているため、古より地すべり活動が断続的に発生し、度々災害を引き起こしてきた。昭和62年(1987)台風12号では、地すべりの活発化に伴い、県道100m・村道500mが路面沈下したほか、家屋12戸の敷地や擁壁にクラックが発生した。,33.876322,133.829332
36368-001,庚申塔,1858,徳島県那賀郡那賀町谷内（妙法寺）,安政南海地震（1854年12月24日）,地震,庚申塔は宝暦9年(1759)に建立されたが、嘉永7年11月5日(1854年12月24日)の大地震により損壊したため、安政5年(1858)春に再興されたことが記されている。海岸から15km以上離れた内陸部においても、塔が損壊するほどの激しい揺れがあったことがわかる。,33.832975,134.46888
36368-002,慰霊,1977,徳島県那賀郡那賀町木頭北川,昭和51年台風17号（1976年9月13日）,土砂災害,昭和51年(1976)台風17号により、旧木頭村では9月8日から6日間大雨が続き、総雨量2782mmを記録した。台風の去った9月13日午後1時30分頃、突如西ノ谷山が崩壊し、膨大な土石流が平集落の大半を埋め、6名の命が奪われた。,33.77752,134.084326
36368-003,慰霊之碑,1991,徳島県那賀郡那賀町大戸,明治25年高磯山崩壊（1892年7月25日）,土砂災害,台風に伴う集中豪雨の影響で、明治25年(1892)7月25日午前11～12時に高磯山が崩壊し、荒谷・春森の人家十数戸と住民60名余りが埋没した。崩落した岩塊は那賀川をせき止め、150戸余りの人家が浮上流失した。7月27日午後4時頃にはこの天然ダムが決壊し、旧鷲敷町を始め流域の約250戸が流失するなど大惨事となった。,33.797019,134.335196
36368-004,紀念碑,1904,徳島県那賀郡那賀町平谷,明治25年高磯山崩壊（1892年7月25日）,土砂災害,明治25年(1892)7月25日、旧大戸村の高磯山が崩壊し、土砂が那賀川を堰き止めた。湛水域は約8km上流の旧上那賀町白石付近にまで及んだ。水位は当地つづら峠まで達し、救助船が行き来した。碑の台石は当時の水位を示している。,33.800705,134.330628
36368-005,殉職者慰霊碑,1964,徳島県那賀郡那賀町木頭北川,昭和39年台風20号（1964年9月25日）,その他,昭和39年(1964)9月24～25日に襲来した台風20号により、徳島県下は暴風雨となり、旧木頭村では降水量427mmを記録した。北川高野瀬地区では、林業会社の現場事務所が竜巻と推測される強風に吹き飛ばされ、社員4名の命が奪われた。,33.813128,134.059554
36383-001,牟岐大震潮記念碑,1931,徳島県海部郡牟岐町中村,安政南海地震（1854年12月24日）,地震・津波,嘉永7年(1854)12月24日の大地震で、津波が三度押し寄せ、家屋640戸が流失、39名が亡くなった。永正9年(1512)、慶長9年(1604)、宝永4年(1707)にも地震があったこと、天変地異の兆しがあれば避難することが大切であることを伝えている。,33.667869,134.42009
36383-002,出羽島観栄寺石碑（旧碑）,不明,徳島県海部郡牟岐町出羽島,安政南海地震（1854年12月24日）,地震・津波,嘉永7年(1854)12月23日朝8時に安政東海地震が発生し、約6mの潮の上下があった。翌24日午後4時に安政南海地震が発生し津波に襲われたが、出羽島では前日から山上に避難していたため事故やけが人はなかった。,33.63479,134.425572
36383-003,出羽島観栄寺石碑（再建）,1928,徳島県海部郡牟岐町出羽島,安政南海地震（1854年12月24日）,地震・津波,嘉永7年(1854)12月23日朝8時に安政東海地震が発生し、約6mの潮の上下があった。翌24日午後4時に安政南海地震が発生し津波に襲われたが、出羽島では前日から山上に避難していたため事故やけが人はなかった。,33.634711,134.425619
36383-004,牟岐旧旭町南海地震記念碑,1949,徳島県海部郡牟岐町灘字大牟岐田,昭和南海地震（1946年12月21日）,地震・津波,昭和南海地震(1946)で大きな被害を受けた坊小路地区では、後世の災害に備えるため10ヶ月かけて地盤埋立が行われ、町名が「旭町」に改称された。大地震の直後、津波の襲来を心すべきと記されている。なお、碑は1996年に旧旭町から移転された。,33.666575,134.427504
36383-005,牟岐町における南海震災史碑,1996,徳島県海部郡牟岐町灘字大牟岐田,昭和南海地震（1946年12月21日）ほか,地震・津波,昭和南海地震(1946)における津波襲来や被害の状況、過去の巨大地震津波の発生日などの記録が刻まれている。また、津波が起きるのは震源が40kmより浅い場合と、M6.5以上の地震を目安とすること、自分の身は自分で守ることを説いている。,33.666537,134.427438
36383-006,牟岐町南海震災記念碑,1978,徳島県海部郡牟岐町中村,昭和南海地震（1946年12月21日）,地震・津波,牟岐町は昭和南海地震（1946）では54名が亡くなるなど、安政南海地震(1854)以来の大被害を受けた。瞬時にして荒廃の町と化した痛ましい記録を刻み、後世への教訓とするため建てられた。,33.667865,134.420069
36387-001,木岐王子神社石灯籠,1854,徳島県海部郡美波町木岐,安政南海地震（1854年12月24日）,地震・津波,嘉永7年11月5日(1854年12月24日)午後4時頃に大地震が発生し、1時間のうちに津波が3回襲い、家屋が流失した。津波はおよそ12mあまり上がり、神社も流失したため翌年遷宮した。大地震の際は油断してはいけない。,33.760128,134.569627
36387-002,志和岐震災碑,1862,徳島県海部郡美波町志和岐,安政南海地震（1854年12月24日）,地震・津波,嘉永7年11月4日(1854年12月23日)朝8時頃の大地震（安政東海地震）で潮が高く満ちたため、家財を寺や高台の人家に運んだ。翌5日(24日)午後4時頃、また大地震（安政南海地震）がありすぐに津波が押し寄せた。船や納屋は残らず沖へ流されたが、人々は寺や山などへ逃げ犠牲者は出なかった。大地震で潮が高く満ちた時は必ず津波が来るので油断してはいけない。,33.781261,134.60843
36387-003,東由岐浦修堤碑,1913,徳島県海部郡美波町東由岐,安政南海地震（1854年12月24日）大正元年の台風（1912年9月22日～23日）,高潮・地震・津波,嘉永7年11月4日(1854年12月23日)午前8時頃、地震（安政東海地震）により潮が波立った。翌5日(24日)の安政南海地震では、人々が山頂に避難したとき津波が襲い、長圓寺の下まで到達した。堤防が破壊され、家屋百数十戸が流失し、多くの死傷者が出た。大正元年(1912)9月22日午前8時、風雨が強く海も荒れていた。翌23日午前2時に風雨がますます激しくなったため高台へ避難したところ、高波により堤防が決壊し、家屋や船の多くが流失・破壊された。,33.773636,134.594465
36387-004,記念碑,1935,徳島県海部郡美波町東由岐,室戸台風（1934年9月21日）,高潮,昭和9年(1934)9月21日午前5時過ぎ、夜からの暴風は風速50～60mと猛威を増し、大台風に伴う高潮がたちまち町に押し寄せた。わずか数十分後には、家屋の倒壊156戸、流失13戸、船舶の流出破損348隻、学校の倒壊2校、山林・田畑・道路の決壊流失など大損害を被った。,33.773646,134.594467
36387-005,東由岐康暦碑,1380,徳島県海部郡美波町東由岐,正平南海地震（1361年7月26日(ユリウス暦））,地震・津波,太平記によると、康安元年6月24日(1361年7月26日)の正平南海地震の津波により、阿波の雪（由岐）湊では1700軒余りが海に沈んだ。「阿波志」では、碑はこの地震の犠牲者を供養したものとされている。現存するのは中央部のみで、本来は高さ約2.6mの大きさであったと推定されている。,33.773785,134.59831
36387-006,南海地震津浪最高潮位（東由岐天神社下）,1982,徳島県海部郡美波町東由岐,昭和南海地震（1946年12月21日）,地震・津波,昭和21年(1946)12月21日午前4時19分の昭和南海地震発生後、住民はすぐに神社や寺の境内または裏山などの高所へ避難した。地震から約10分後に津波が押し寄せ、海岸に近い住家はほとんど軒下まで浸水し、町はガラクタで埋まった。旧三岐田町では死者8名を出したほか、家屋流失48棟、全壊66棟などの被害が生じた。碑には当時の津波最高潮位が刻まれている。,33.772475,134.595071
36387-007,南海地震津浪最高潮位（地域交流支援センター前）,1982,徳島県海部郡美波町西の地,昭和南海地震（1946年12月21日）,地震・津波,昭和21年(1946)12月21日午前4時19分の昭和南海地震発生後、住民はすぐに神社や寺の境内または裏山などの高所へ避難した。地震から約10分後に津波が押し寄せ、海岸に近い住家はほとんど軒下まで浸水し、町はガラクタで埋まった。旧三岐田町では死者8名を出したほか、家屋流失48棟、全壊66棟などの被害が生じた。碑には当時の津波最高潮位が刻まれている。,33.774359,134.592064
36387-008,南海地震津浪最高潮位（龍王さん前）,1982,徳島県海部郡美波町西由岐,昭和南海地震（1946年12月21日）,地震・津波,昭和21年(1946)12月21日午前4時19分の昭和南海地震発生後、住民はすぐに神社や寺の境内または裏山などの高所へ避難した。地震から約10分後に津波が押し寄せ、海岸に近い住家はほとんど軒下まで浸水し、町はガラクタで埋まった。旧三岐田町では死者8名を出したほか、家屋流失48棟、全壊66棟などの被害が生じた。碑には当時の津波最高潮位が刻まれている。,33.771254,134.590538
36387-009,南海地震津浪最高潮位（木岐公民館前）,1982,徳島県海部郡美波町木岐,昭和南海地震（1946年12月21日）,地震・津波,昭和21年(1946)12月21日午前4時19分の昭和南海地震発生後、住民はすぐに神社や寺の境内または裏山などの高所へ避難した。地震から約10分後に津波が押し寄せ、海岸に近い住家はほとんど軒下まで浸水し、町はガラクタで埋まった。旧三岐田町では死者8名を出したほか、家屋流失48棟、全壊66棟などの被害が生じた。碑には当時の津波最高潮位が刻まれている。,33.766825,134.571723
36401-001,敬渝碑,1856,徳島県板野郡松茂町中喜来字牛飼野西ノ越30　春日神社境内,安政南海地震（1854年12月24日）,地震・津波,嘉永7年11月5日（1854年12月24日）に発生した「安政南海地震」の被害の様子を記した石碑。激しい揺れによる家屋の倒壊と火災、液状化現象と津波による田畑の冠水、地震の被害が記されている。,34.147714,134.579145
36402-001,新見嘉次郎の石碑,1898,徳島県板野郡北島町鯛浜,慶応2年寅の大水（1866年9月15日）,洪水,北島町は大きな川に囲まれており、夏秋の大波を小さな古い堤防では防ぐことができずにいた。その中、慶応2年8月7日(1866年9月15日)に大洪水が発生し、堤防は壊され、砂が流入し池となった。旧鯛浜村付近では、死者数十名、家屋流失数十戸、田畑の損失約15ヘクタールの被害が生じた。,34.111712,134.552463
36402-002,北島町大正の大洪水,不明,徳島県板野郡北島町新喜来,大正元年洪水（1912年9月21日～22日）,洪水,"大正元年(1912)9月21～22日に襲来した台風は、県内に死者81名、床下・床上浸水43,067棟に及ぶ被害をもたらした。北島町では町を囲む川の各所で堤防が決壊し、場所により3mを超える浸水となった。個人宅納屋には当時の洪水跡が残されていたが、老朽化に伴い取り壊され、現在は地上3.1mまで浸水したことを示す洪水標が設置されている。",34.131093,134.541577
36489-001,洪水記録（天椅立神社の石段）,不明,徳島県三好郡東みよし町昼間（天椅立神社）,昭和29年台風12号(ジューン台風)（1954年9月13日～14日）,洪水,昭和29年(1954)9月13日に九州を縦断したジューン台風では、徳島県下で最大風速32.2m/s、最大降水量400mmを記録し、吉野川堤防が所々で決壊して大洪水となり、死傷者17名を出した。昼間地区の水位は天椅立神社の石段12段目まで達し、石段脇に最高水位を示す金属標が設置されている。,34.038801,133.869495
36489-002,西庄水防林記念碑,2004,徳島県三好郡東みよし町西庄,洪水（1899年7月9日）,洪水,明治32年(1899)7月9日の大洪水で、吉野川下流域（下郡）では溺死者150名、家屋流失500戸の大被害が生じた。上流の旧加茂村でも流失家屋6戸、浸水100戸との記録がある。この災害を機に水防竹林が造られ、洪水による浸食から川岸や堤防を守ることや、洪水の水勢を弱めて家屋の流失を防ぐなどの役割を果たしてきた。,34.044631,133.940727
37205-001,水害記念,1962,香川県観音寺市大野原町福田原,大谷池決壊（1946年5月9日）,洪水・その他,昭和21年(1946)5月9日午前7時、大谷池の東堤防が決壊した。大谷池の水は下流の西丸井の豊池の水とともに、西丸井、福田原、丸井南、丸井北、木之郷、青岡地区へ流出し、死者6名、流失家屋54棟、倒壊24棟、浸水180棟などの被害を出した。,34.080401,133.688817
37205-002,大谷池副堤復旧記念碑,1973,香川県観音寺市大野原町萩原,大谷池決壊（1946年5月9日）,洪水・その他,昭和21年(1946)5月9日午前7時、大谷池の東堤防が決壊した。大谷池の水は下流の西丸井の豊池の水とともに、西丸井、福田原、丸井南、丸井北、木之郷、青岡地区へ流出し、死者6名、流失家屋54棟、倒壊24棟、浸水180棟などの被害を出した。,34.07655,133.6862
37205-003,改修記念碑,不明,香川県観音寺市大野原町萩原,大谷池決壊（1946年5月9日）,洪水・その他,昭和21年(1946)5月9日午前7時、大谷池の東堤防が決壊した。大谷池の水は下流の西丸井の豊池の水とともに、西丸井、福田原、丸井南、丸井北、木之郷、青岡地区へ流出し、死者6名、流失家屋54棟、倒壊24棟、浸水180棟などの被害を出した。,34.075845,133.685771
37205-004,落合地区災害復旧砂防事業竣功碑,2008,香川県観音寺市大野原町有木,平成16年台風15号（2004年8月17日）,土砂災害,平成16年(2004)8月17日、台風に伴う豪雨により、前田川の五郷ダムでは12～18時の6時間降水量が201ミリに達した。五郷有木地区では、落合川で発生した土石流が前田川をせき止め、川岸の落合自治会館に避難していた2名が亡くなった。,34.048972,133.694559
37206-001,忘れじの標,1979,香川県さぬき市津田町津田,昭和51年台風17号（1976年9月10～12日）,洪水・土砂災害,昭和51年(1976)9月10日から12日まで西日本に停滞した台風17号は、旧津田町内に983mmの豪雨をもたらした。瀬ノ下地区の山崩れ、松尾地区の土石流をはじめ北山地区各所で災害が発生し、死者8名、負傷者4名、家屋全半壊29戸、浸水家屋730戸など甚大な被害を受けた。,34.317143,134.257928
37206-002,水害記念碑,1886,香川県さぬき市鴨庄,明治17年の台風（1884年8月25日）,高潮,明治17年(1884)8月25日夜、0メートル地帯である旧鴨部下庄村を台風が襲った。8月25日夜、激しい風が急に起こり、波は荒れ狂い堤防を破壊した。波の勢いはすさまじく、家は流され、人は溺れて浜に打ち上げられた。稲や甘藷など作物に大きな被害を生じたが、幸い犠牲者は出なかった。,34.338883,134.200443
37207-001,白鳥湛水防除事業竣功之碑,1967,香川県東かがわ市湊,第二室戸台風（1961年9月16日）集中豪雨（1961年10月26～27日）,洪水,瀬戸内海国立公園白鳥の松原は、昭和21年(1946)南海地震により地盤沈下が一段と強まり、数十cmの降雨でも田畑の湛水や床下浸水が常となっていた。昭和36年(1961)9月の第二室戸台風、さらに10月の集中豪雨により、この地域250ヘクタールが水没し、民家はほとんど床上浸水した。,34.250524,134.357685
37207-002,災害復旧記念碑,1975,香川県東かがわ市白鳥,昭和49年台風8号（1974年7月）,洪水・土砂災害,昭和49年(1974)7月6日襲来の台風8号による集中豪雨は16時間に385mmの雨量に達し、各地で山崩れ、河川氾濫、堤防決壊等が発生した。田ノ口池も堤防の下流側面全域に崩壊が生じ、特に西約30mの間は決壊に瀕し、23時に避難命令が発令され、田高田地区民は白鳥中学校に避難した。,34.238405,134.354512
37207-003,災害改良復旧完工碑,不明,香川県東かがわ市坂元,第二室戸台風（1961年9月16日）集中豪雨（1961年10月26～27日）,洪水・高潮,昭和36年(1961)秋、第二室戸台風と集中豪雨が旧引田町を立て続けに襲った。河川氾濫、高潮による防波壁や堤防の決壊、崖崩れが発生し、家屋の流失・全壊・半壊260戸以上、床上浸水435戸、田畑埋没12ヘクタール、河川決壊114ヶ所など大きな被害を受けた。,34.20786,134.434225
37207-004,悲願金剛,1851,香川県東かがわ市西山,慶応2年寅の大水（1866年9月15日）,洪水,慶応2年8月7日(1866年9月15日)午後10時頃、湊川上流の福栄西山橋上手堤防が決壊し、周辺は鳴門の大渕のようになり、死者11名、家屋の流失60棟などの被害をもたらした。なお、地蔵は大水の前に建てられたが、後年この災害の記録が刻まれたとされている。,34.212937,134.332676
37208-001,耕地整理記念碑,1927,香川県三豊市三野町下高瀬,大正7年9月洪水（1918年9月14日）,洪水,大正7年(1918)9月14日、台風により香川県内各地で風水害が発生し、死者・行方不明者計21名の大災害となった。この地でも洪水により、高瀬川堤防約440mが決壊した。近接する下高瀬東浜地区では、流入した土砂が多いところで約1.2mほど堆積し、10ヘクタール余りの田が荒廃地と化し耕作が全くできなくなった。,34.205393,133.705338
37208-002,溺死三十三霊之塔,不明,香川県三豊市仁尾町仁尾,別子大水害（1899年8月28日）,洪水・土砂災害,明治32年(1899)8月28日、四国地方を襲った台風は各地に洪水と山崩れによる被害をもたらし、中でも愛媛県新居・宇摩両郡では1000人を超える死者を出した。旧別子山村を中心に多数の人々が濁流とともに押し流され、数日後、国領川から瀬戸内海に流された33人の死体が仁尾の浜に打ち上げられた。,34.196819,133.648464
37324-001,大水害復興記念碑,1979,香川県小豆郡小豆島町神懸通,昭和51年台風17号（1976年9月）,洪水・土砂災害・その他,昭和51年(1976)台風17号は9月11日には西条地区においても819mmの集中豪雨となって、土石流や平山池の決壊によりほとんどの家屋が流出、埋没、床上浸水の被害を受けた。土砂の流入は2万立方メートルにも及んだ。碑の隣には、この災害で被災した大正7年水害を伝える碑も存在する。,34.485671,134.300061
37324-002,記念之碑,1979,香川県小豆郡小豆島町蒲野,昭和51年台風17号（1976年9月）,土砂災害,昭和51年(1976)9月の台風17号による雨は8日早朝から12日までの累計雨量1400mmを記録した。9月11日23時20分には谷尻の山腹が崩壊し、その土石流が民家21戸を押し流し、24名の犠牲者が出た。,34.425169,134.248343
37324-003,復興記念碑,1980,香川県小豆郡小豆島町馬木,昭和51年台風17号（1976年9月）,洪水・土砂災害,昭和51年(1976)9月8日、台風17号の集中豪雨により、町内全域に山津波・山崩れによる土石流、急傾斜の崩壊、河川決壊等により、多数の死傷者、家屋倒壊・浸水など未曽有の被害を被った。,34.474536,134.32035
37324-004,被災復興之碑,1981,香川県小豆郡小豆島町苗羽,昭和51年台風17号（1976年9月）,洪水・土砂災害,苗羽地区は、昭和49年(1974)7月、昭和51年(1976)9月に集中豪雨災害を受けた。特に昭和51年の集中豪雨では、土石流が島内各地に起こり、流木や土砂が河川を埋没・決壊させ、濁流が一瞬にして家屋や田畑を押し流した。苗羽地区も犠牲者こそなかったが被害は甚大であった。,34.469252,134.327951
37324-005,やすらぎの塔,1980,香川県小豆郡小豆島町馬木,昭和46年台風23号（1971年8月）　昭和49年台風8号（1974年7月）　昭和51年台風17号（1976年9月）,洪水・土砂災害,昭和46年(1971)、昭和49年(1974)、昭和51年(1976)と10年間に3度も大災害を経験した。特に昭和49年台風8号では旧内海町内各所で大規模な土石流、河川氾濫、家屋の流失等が発生し、死者29名を出すなど100年に1度といわれる大災害となった。近くにある「1400ミリの像」は昭和51年台風17号の累積雨量と同じ高さに造られ、ノーモア災害の願いが込められている。,34.472476,134.314953
37324-006,治山富國（災害復旧砂防工事碑）,1934,香川県小豆郡小豆島町福田,昭和6年9月豪雨（1931年9月）,洪水・土砂災害,昭和6年(1931)9月8日、豪雨により土石流が発生し、河川はほとんど全滅した。死者5名、家屋の流失・半壊70棟、耕地の埋没約14haのほか、多数の道路・橋梁の損壊、浸水被害が生じた。原因は主として山地の荒廃によるものである。,34.541914,134.335443
38201-001,立岩川洪水碑,1889,愛媛県松山市才之原,明治19年洪水（1886年9月）,洪水,明治19年(1886)9月24日-25日、猛烈な風雨により立岩川の堤防が決壊し大洪水となった。激流は樹木や岩を押し流し才ノ原に至り湖のようになった。家ごと圧死した者、溺死した者、家を失った者は数知れない。被害は下流沿岸まで及び、家族を山に避難させ家に残った者は流された。,33.973626,132.815299
38201-002,北温海岸防波堤竣工記念,1962,愛媛県松山市北条辻,昭和南海地震（1946年12月21日）　昭和25年台風（1950）ほか,高潮・地震,松山市堀江町から浅海町に至る約15kmの海岸は、標高3～4mの石積堤防又は天然海岸で、度々高潮被害を受けてきたが、昭和21年(1946)12月の昭和南海地震により約60cmの地盤沈下が生じ、その後の昭和25年(1950)、27年(1952)、29年(1954)の相次ぐ台風により大きな被害を生じた。,33.974229,132.770074
38201-003,大可賀溺死者招魂碑,1886,愛媛県松山市大可賀2,明治17年台風（1884年8月）,高潮,明治17年(1884)8月25日に襲った台風は、県内海岸部に高潮による被害をもたらした。大可賀新田では、北西の堤防が決壊により一帯は海となり、戸数約70戸のうち溺死者50名以上、家屋流失49戸、田畑流失約53haの大きな被害を被った。,33.852558,132.714501
38201-004,豫州（よしゅう）溺死者招魂碑,1884,愛媛県松山市元町,明治17年台風（1884年8月）,高潮,明治17年(1884)8月25日に襲った台風は、県内海岸部に高潮による被害をもたらし、大可賀・三津浜を中心に280名以上が溺死したと伝えられている。風化によりすべてを読み取ることは難しいが、当日の風向きの変化、怒濤のように海水が流入した様子、多くの溺死者が漂う状況が碑文から垣間見られる。,33.859125,132.718774
38206-001,堤防決潰記念碑,1897,愛媛県西条市禎瑞,高潮（1893年10月14日）,高潮,明治26年(1893)10月14日、台風の暴風雨による荒波で堤防が約170m決壊し、入り込んだ海水は家屋の軒を浸し、田畑は波底に沈み、実った稲穂は長く50日も海水に浸った。堤防は三重に畳んで造られており安心していたが、思いがけずこの災いとなった。今後も天災はいつ起こるかわからないので、おろそかにしてはいけない。,33.928128,133.138173
38206-002,客土記念碑,1961,愛媛県西条市禎瑞,昭和南海地震（1946年12月21日）,地震・その他,昭和21年(1946)12月21日の南海大地震により平均60cmの地盤沈下が発生し、禎瑞地区約190ヘクタールを始め、氷見橋、古川乙など周辺の地区を合わせて約283ヘクタールが海水に浸った。排水不良のため、小潮時には10日間にわたり約1メートルの水がたまるなどし、田畑が荒廃していったため、客土工事を実施した。,33.913402,133.151389
38206-003,復興碑,1990,愛媛県西条市千町,昭和62年台風19号（1987年10月15日～17日）,洪水,昭和62年(1987)10月の台風19号により、西条市は床上浸水19棟、床下浸水1119棟ほか多くの施設被害が生じた。千町地区では、集中豪雨により山林や田畑が崩壊流失する大災害となった。,33.866992,133.196336
38207-001,須沢追悼碑,1889,愛媛県大洲市長浜町須沢丙803,土砂災害(1886年9月24日),土砂災害,明治19年(1886)9月24日台風襲来により櫛生村須沢では、山腹が約270mにわたって崩壊、瞬時の間に山すその人家が埋没、流出。土砂で家屋の倒壊、田畑の流出が相次ぎ、多数の死傷者を出した。この災害で39人が犠牲となった。,33.587006,132.462094
38210-001,災害復旧碑（串）,1973,愛媛県伊予市双海町串,昭和45年台風10号（1970年8月21日）,洪水・土砂災害,昭和45年(1970)8月21日に旧双海町を通過した台風10号に伴う豪雨により、豊田川流域は原型を留めない大災害を被った。旧双海町では、家屋全壊1棟、半壊6棟、床上浸水35棟、田畑の流失・埋没10.5ヘクタール等の被害が生じた。,33.641258,132.590122
38210-002,災害復旧碑（大久保）,1973,愛媛県伊予市双海町大久保,昭和45年台風10号（1970年8月21日）,洪水・土砂災害,昭和45年(1970)8月21日に旧双海町を通過した台風10号は、黒山を中心に500ミリ以上の集中豪雨をもたらし、山林崩壊や富岡川氾濫により、田畑や道路等が流失・埋没した。旧双海町では、家屋全壊1棟、半壊6棟、床上浸水35棟、田畑の流失・埋没10.5ヘクタール等の被害が生じた。,33.650452,132.605835
38213-001,関川改修記念碑,不明,愛媛県四国中央市土居町藤原,明治32年別子大水害（1899年8月28日）,洪水,明治32年(1899)8月28日から降り始めた雨は大暴風雨となり、関川・西谷川・浦山川などで堤防が決壊し、大洪水を引き起こした。人や家畜は溺れ、家屋や田畑は損壊・流失し、原野瓦礫の河原と化した。関川の洪水では42名が犠牲となった。,33.969594,133.44278
38401-001,水害復興記念碑,1945,愛媛県伊予郡松前町大字中川原,昭和18年台風（1943年7月）,洪水,昭和18年(1943)7月21日から24日にかけて、松山地方では台風により年平均雨量の5ヶ月分に相当する豪雨となった。23日午前9時に徳丸地区の堤防が決壊し、濁流が押し寄せた中川原地区は腰の上まで浸水した。他にも岡田地区で複数の堤防が決壊し、町は耕地の流失・埋没1730ヘクタールの被害を受けた。,33.800714,132.753922
39201-001,浦戸稲荷神社石柱碑,1826,高知県高知市浦戸,安政南海地震（1854年12月24日）,地震・津波,嘉永7年11月5日(1854年12月24日)に安政南海地震が発生し、津波があった。この碑は地震で倒壊した鳥居を利用したと伝えられており、大地震があると津波も来ると心得るべしと記されている。,33.498434,133.567897
39201-002,三里仁井田神社玉垣碑,1857,高知県高知市仁井田,安政南海地震（1854年12月24日）,地震・津波,安政南海地震(1854年12月24日)では、地震発生の数日前から潮位変動や鈴波の現象があったとされている。この碑にはこのことが刻まれており、潮の狂いが見られる時は油断してはいけないと警告している。,33.519519,133.578545
39201-003,奉再建大鳥居一基（仁井田神社御旅所の碑）,1953,高知県高知市仁井田,昭和南海地震（1946年12月21日）,地震・津波,昭和南海地震により倒壊した鳥居を再建した記念碑である。昭和21年(1946)12月21日4時過ぎ、突如大地震が発生し甚大な被害が生じたこと、この付近の地盤が数尺(約1～2m)沈下したことが記されている。,33.517325,133.579472
39201-004,災害復旧記念之碑,1979,高知県高知市円行寺,昭和51年台風17号（1976年9月）,土砂災害,昭和51年(1976)9月13日未明、台風17号の豪雨により大谷山が崩壊し、赤井谷の民家8戸32棟が流失・埋没、耕地約52haが砂礫に覆われたが、犠牲者はなかった。天災は忘れた頃に来るという先人の教え、防災への決意と念願が込められている。,33.591188,133.506969
39201-005,比島山災害慰霊碑,2005,高知県高知市比島町2,昭和47年比島山災害（1972年9月）,土砂災害,昭和47年(1972)9月15日夕刻、局地的豪雨により比島山が崩壊し、瞬時に十数戸が倒壊、10名の死者と数名の負傷者を出した。犠牲者への追悼に加え、傾斜地の宅地開発における安全対策と、将来起こり得る災害に対する住民の一致協力の誓いが込められている。,33.571779,133.552438
39201-006,大津地区水害記録碑,1999,高知県高知市大津乙,平成10年豪雨（1998年9月）,洪水,平成10年(1998)9月23～25日、前線による記録的な豪雨により9名の死者と約2万棟の浸水被害があり、特に大津地区は未曽有の被害を被った。再び災害がないことを願って、この集中豪雨最高水位と1972年9月15日の国分川決壊最高水位を刻んだ碑が建立された。,33.571141,133.598072
39201-007,災害紀念,1930,高知県高知市大津乙,大正14年水害（1925年9月）,洪水,大正14年(1925)9月17～18日の国分川大洪水により水張堤防の上約60cmまで浸水し、死者2名、約261mにわたる水張堤防の決壊など莫大な被害をもたらしたことが記されている。,33.571409,133.58671
39204-001,安政南海地震伝承碑（琴平神社玉垣）,1858,高知県南国市里改田,安政南海地震（1854年12月24日）,地震・津波,嘉永7年11月4日(1854年12月23日)午前10時頃の地震（安政東海地震）の揺れはそれほど大きくなかったが、潮が狂い漁の妨げとなった。翌5日(24日)午後4時頃の大地震（安政南海地震）では、地は裂け、山は崩れ、家は倒壊し、火災も発生した。人々が互いを探しているうちに午後7時頃には津波が襲い、どんな柱や建物もその勢いに耐えきれず流され、田は地盤沈下して海に沈んだ。,33.536034,133.637427
39205-001,安政地震の碑,1858,高知県土佐市宇佐町宇佐１４５７－３,安政南海地震（1854年12月24日）,地震・津波,嘉永７年（1854年）の安政南海地震により津波が8、9度宇佐町を襲った。残った人家は60～70件で、70人余りが溺死した。宇佐の地形は前が高く後ろが低いため東西の低地から潮が入り込む。伝承を信じてすぐに山手へ逃げ登った者は助かった。後代の人よ、とにかく早く山の平らな近くに岩がない所を選んで逃げなさい。,33.455421,133.437978
